10.90, -10.00, 5.12
11.00, -9.70, 5.07
11.00, -9.65, 5.02
10.95, -9.60, 5.02
10.95, -9.55, 4.97
10.90, -9.50, 4.97
10.90, -9.45, 4.92
10.85, -9.40, 4.92
10.85, -9.35, 4.87
10.80, -9.30, 4.87
10.80, -9.25, 4.82
10.85, -8.70, 4.92
10.85, -8.65, 4.87
10.80, -8.60, 4.87
10.80, -8.55, 4.82
10.75, -8.50, 4.82
10.75, -8.45, 4.77
10.70, -8.40, 4.77
10.70, -8.35, 4.72
10.65, -8.30, 4.72
10.65, -8.25, 4.67
10.65, -7.25, 4.72
10.65, -7.15, 4.77
10.65, -6.85, 4.97
10.90, -6.80, 4.67
10.55, -6.75, 4.97
